Unnamed: 0,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,spine1_x,spine1_y,spine1_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,spine2_x,spine2_y,spine2_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,spine3_x,spine3_y,spine3_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,neck_x,neck_y,neck_z,left_collar_x,left_collar_y,left_collar_z,right_collar_x,right_collar_y,right_collar_z,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,right_touch,left_touch
0,-0.4135675636373346,-0.0369787468165705,0.0573037796823747,0.2771947796531016,-0.0972466877943329,-0.0586057915443745,0.1503595886734831,0.1172199290691804,0.0442673055163739,0.3536499497229156,0.0395621813803956,-0.1108156389414401,-0.0549819539100304,0.1731584974444417,-0.039979986698392,-0.0152499228918579,0.0494038001269425,-0.0192429594763044,0.0622061892227764,0.1777192731421297,-0.1587341638503422,-0.0636076854332792,-0.1642585107936027,0.0390792681279095,0.0458427697000614,0.0748908933546881,-0.0076200922102949,-0.0792976348619289,-0.0475364542789586,0.2346255591839921,-0.1185734871564191,-0.0272079945193466,-0.0649382599793843,-0.0100277557258429,0.1451632834214833,-0.0838513282451145,-0.0166929527863393,0.0342430490986616,-0.4765975324584166,0.0399656410288945,0.07887851063336,0.4541996105175095,0.2825935844411946,0.1192283610082187,-0.064621679530384,0.2158118708012351,-0.0288347665334187,-0.948704258116444,0.2695803598325373,0.2617615897494605,0.9190397503251204,0.015108246016221,-0.2849399426998149,0.0516075969658067,0.0712038417953246,0.4173766230224982,-0.007941076702082,0.0249211025470307,-0.0202435332611272,-0.089446916520084,0.057166483114321,0.0367949681229646,0.0525125263304174,-0.1168897456642782,-0.1333346732992664,-0.1897871374878955,-0.1465121199623311,0.1049807760891698,0.1974875050086141,1.0,0.0
1,-0.4622963611997632,-0.0307803318535182,0.05292832727261,0.2867061687155934,-0.1073893326664685,-0.07668092409839,0.1648556945319034,0.1220424059267251,0.0686400443917674,0.1637606495366761,0.0585066696385769,-0.0949809431712621,-0.0536234305812117,0.1585292371609574,-0.0407877485318841,-0.0186495473819347,0.0528956980698307,-0.0112114416953366,0.0805325857443798,0.171956736694899,-0.1766116095830427,-0.0863060671109144,-0.1556664063965596,0.0529491981246112,0.044298557047066,0.0840149092822257,-0.0134255260323368,-0.0590310689580292,-0.0344354612582684,0.2627751208842562,-0.1022700370136797,-0.0180866411482745,-0.0576373594214108,-0.0461202911196852,0.168488943614812,-0.0727808293184696,-0.01963253374283,0.0171691227089374,-0.4657923388292639,0.0361456293307164,0.111084422392768,0.4329917383943797,0.2635570198425903,0.1194601066589637,-0.0787705810859705,0.2065139489509017,-0.0240657288287138,-0.9409917656575352,0.262674705452963,0.2891977681096827,0.9063714063771892,0.0149834097054889,-0.2833127916173992,0.051659498831298,0.0427198012182665,0.4876382508477817,-0.0560085682833474,0.0311422512593428,-0.0360239387293233,-0.0638090654564546,0.0517581161212927,0.0570886086163577,0.0223719667921792,-0.1319879405030702,-0.1289628032269052,-0.1896442672411156,-0.1442832629240699,0.1009869046161402,0.1904611934931485,1.0,0.0
2,-0.4867792053670056,-0.0155259594476704,0.0311376053796098,0.3133535144298447,-0.1211064412738989,-0.1037273348394689,0.1591360954463531,0.1263924764544737,0.0873992440521934,-0.0136054497276716,0.0935917534728421,-0.0908127402968452,-0.0642459278623756,0.1489121211286672,-0.0490861502174485,-0.031965044530857,0.052470714944258,-0.0072788820442513,0.088499456888085,0.1779868508247006,-0.1799097388939274,-0.1048012350197173,-0.15651331006918,0.0599712194201167,0.0437974704601304,0.0863577617601394,-0.0215668360279516,-0.0338163617727954,-0.0219311858001634,0.2820128864719614,-0.0901537097638152,-0.0030683924095977,-0.0543198408846364,-0.0615258789337169,0.1934795145665377,-0.0649730127572748,-0.0167276719293381,0.010007842594581,-0.4297098981784579,0.0319331918709907,0.1494233820498438,0.3969987546535004,0.2476369242319221,0.1158475352383099,-0.0916770811928032,0.1819260943412258,-0.0126597157002186,-0.933287742624808,0.260599689551756,0.3286688809550138,0.8893834772730278,0.0146730837026778,-0.2648137171208036,0.0546374986308835,0.0204427622641135,0.5215526376280502,-0.0768755641086458,0.0295531429670682,-0.046553503178689,-0.0486211304093647,0.0473180587462141,0.0748747745937667,0.0002603507993781,-0.1408039103794593,-0.1254396423056072,-0.1814453205140553,-0.1407267212071802,0.09854113263506,0.1799544754812524,1.0,0.0
3,-0.4901115224418975,-0.0041822723697095,0.0152867371290191,0.3631862366991378,-0.1175861951278276,-0.1046890758114457,0.146520789137125,0.1349179995911715,0.0957731252458521,-0.0640885953350981,0.1286679232908363,-0.0927157797645749,-0.0605948313203997,0.1616794652171067,-0.053078814385523,-0.0340748435755629,0.0500318290152699,0.0068511723709394,0.0946579304924517,0.1863558795273661,-0.1735556187007145,-0.106861958233101,-0.1567362583207969,0.0629089770967122,0.0445277580649898,0.0866223571783715,-0.0139895571286288,-0.0257447809108765,-0.0172735345376573,0.2789698191127391,-0.0924262420856124,0.0015586607137747,-0.0439598132048413,-0.0491201993392487,0.2025312543578645,-0.0566664626755243,-0.0169882165500089,0.0163279683784163,-0.4304747727958103,0.0161137089193923,0.1544410445590405,0.4086413337138876,0.2681208525202642,0.1114326177280904,-0.0986399272521261,0.1793643554128323,0.0017015208434301,-0.9453582704257012,0.2542118708566927,0.3598432408847609,0.8698000885018203,0.0145178578236572,-0.236519595784578,0.0510018331050494,-0.0169701223406474,0.551655973556092,-0.1100373718952889,0.0281465359668012,-0.0446569537157968,-0.0452424686911353,0.0314423022700582,0.0801585900169894,-0.011000901005241,-0.1464312981573745,-0.1270285382343794,-0.1838468181585502,-0.1338248561741612,0.0941218432242485,0.1791303885849341,1.0,0.0
4,-0.490692199646741,-0.0013675540667281,0.0550973372805803,0.363453229581557,-0.1202442041640441,-0.1271217630138051,0.1450013213791526,0.1433555250061597,0.0853277261110832,-0.0191612763699596,0.1035640440812364,-0.0820114645480075,0.0084904542669795,0.165101359066661,-0.019763328697467,-0.0267977706366885,0.0578168740212583,0.0046104968562902,0.0937801502333366,0.1911197542989025,-0.1931010203158911,-0.1114732900643548,-0.1541615479083473,0.0637939614375182,0.0356663123976819,0.0909608867064648,-0.0106909548610306,-0.0366363700035177,-0.0194765202507933,0.3082953976003184,-0.1063551392733489,-0.0085405716712798,-0.0405212140278075,-0.0528923007722957,0.1958809973812212,-0.0492194180292965,-0.0133938912145208,0.0254216366995501,-0.4430630422719194,0.0263433575769431,0.1681434939402806,0.4096046408100138,0.2688653761789722,0.1010351837258116,-0.0975488919016809,0.1736199708547806,0.0341101409527275,-0.925938911823543,0.2570774241671534,0.3762342846766984,0.8506572371235669,0.0135727348122514,-0.2392403747891009,0.0500769455502202,-0.0004623961651413,0.584548139406925,-0.0954510022217518,0.0266918137724813,-0.0422064057950009,-0.0507212321319242,0.028889182119176,0.083029288776987,-0.0101697263111626,-0.1484802503504204,-0.1259133691762024,-0.1830841520293526,-0.1303816651047542,0.0863831056307629,0.1798081588755508,1.0,1.0
5,-0.4827752700034415,-0.0136758290482066,0.0563995744931821,0.3890645038336467,-0.1040687779731666,-0.1029211643055473,0.1283890652036356,0.143054124513891,0.0740752153537454,0.0673400244678158,0.088259772341676,-0.0794824261400262,0.0777484789802151,0.1952437749069804,-0.00542410331771,-0.0283512431510485,0.0463797818223024,-0.0008339569823267,0.0979512676224631,0.1916569689253169,-0.1841267543191366,-0.1008050627880347,-0.1505393463299189,0.0673936524425771,0.0361108944318486,0.0848967874730328,-0.0080307665056166,-0.0585290365097014,-0.014778610479343,0.3051093745694597,-0.1303409973323911,-0.0035450654861355,-0.052264140227809,-0.056885982951892,0.1981669103735717,-0.0600006034228984,-0.0158376924872274,0.032910506003106,-0.4461100644373106,0.0188227847739971,0.1324454581976195,0.4180833523619267,0.2653968243946246,0.1021228884173552,-0.1072838946227253,0.1776608344193608,0.0340038561642186,-0.935842528942606,0.2663744212849695,0.3564220665858244,0.8827198697149636,-0.0026302691809367,-0.2161046516815661,0.0501139079954969,-0.0194969883882875,0.6523752309078246,-0.1327209688168521,0.0250358234116385,-0.0296048584963555,-0.0594373315771858,-0.0036256815220775,0.0756002488093234,-0.0065224966109506,-0.152364842036538,-0.1294407396523547,-0.1893184209326608,-0.1199481505200925,0.0909536928761969,0.1917181259980949,1.0,1.0
6,-0.4595928233402194,-0.0237345873068954,0.0324581485429341,0.3930551608004659,-0.1018705732686411,-0.0875832558590657,0.1152926162262687,0.1437263201044265,0.0562863219319541,0.1280850232674456,0.0857105677529423,-0.0815491658514831,0.1690497409248221,0.1897531024274936,0.0179010721901699,-0.0351650028925422,0.0432791153714102,0.0045890281960346,0.0929857106146764,0.2039684054186594,-0.168418264288134,-0.0722342468131989,-0.15103221252449,0.0699795729598918,0.0406901940948873,0.0789407065743614,-0.0046776244304266,-0.0646797702387114,-0.0219404332853758,0.2913607279282347,-0.1551773903619298,0.0038111750321208,-0.0506549930652375,-0.0574682688043278,0.202286693202853,-0.049956613715759,-0.0321177827864295,0.0538306793448213,-0.4661074967638295,0.0040929769219855,0.1019872755854724,0.4438590570264935,0.2792541906144082,0.1155859982715927,-0.1019502875487226,0.1630693265288587,0.0385809822752969,-0.9286038080870552,0.2570441079143235,0.3543890419092335,0.8886744005314581,-0.023990800259282,-0.1982133083925861,0.0731421722717145,-0.0457548657980588,0.6146264752822637,-0.1543220433763782,0.0332599898566669,-0.0205079143180015,-0.0678785411767848,-6.14842460770241e-05,0.0595148096526707,0.0086231521581939,-0.1477434992710917,-0.1332680705674724,-0.1970337379825399,-0.116659524445213,0.0936538433305154,0.201774708349255,1.0,1.0
7,-0.4105294891652329,-0.0120106767780052,0.0223876206181199,0.3767831614127992,-0.0936870434447256,-0.0931284671413909,0.1058781271567441,0.1386533864225398,0.0341439441489957,0.2117059778340255,0.0797627020474123,-0.090135724179398,0.3263031383751555,0.1646821812120644,0.0591359763588756,-0.0384795980697712,0.0402977333680758,0.0142135361130414,0.0877145729798553,0.2147420507572739,-0.146947341428625,-0.0247853633092423,-0.1553529329119534,0.0839086242264304,0.0368879322623853,0.0717368051058304,0.0057584628680801,-0.081776007594007,-0.0166454100306701,0.2720222076952889,-0.192870588816057,0.0086618570145682,-0.0596740080184919,-0.0498324080781406,0.211277383937658,-0.0553725433599562,-0.0270441775200061,0.0828400443060255,-0.479037607807393,0.0004545929082222,0.0491905210381502,0.4780382521731668,0.3116670080835795,0.1273766388243851,-0.0997925953437966,0.1597313144913867,0.057614389386591,-0.9368466071958996,0.2539088110556259,0.3196458626456757,0.9271185939739564,-0.0256837983885946,-0.1900493345727636,0.0808420079437009,-0.0673306788863868,0.6254209003195212,-0.1802426457455997,0.03377212231391,-0.0043773222786409,-0.0839497516598878,-0.0085289397216539,0.0382435683685262,0.0276042757954274,-0.1454423188131478,-0.1372857559151565,-0.2009933011928484,-0.1139749002060256,0.0922766322180108,0.210343624454197,1.0,1.0
8,-0.3600559956064043,-0.0081721335125217,0.0147262761234775,0.2861490201047957,-0.0621744035102536,-0.10160733078403,0.1201508206397687,0.1230745114856504,0.0197410953779767,0.2468795336383249,0.0485651737644758,-0.094087807039082,0.5539161296781864,0.1480157040711407,0.0981469944196354,-0.0376027299377641,0.0438845449157796,0.0164969962127485,0.0852533026549569,0.2096764987451136,-0.1345514074057402,0.0142962985998463,-0.152565474797035,0.0992745589967901,0.0335143473536566,0.0598927128916653,0.0099170491657608,-0.1027377723201334,0.000253833409479,0.2660201240889986,-0.227449954107742,0.0149992052701795,-0.0707771132040812,-0.0527244054634808,0.229389552771696,-0.0557536877653432,-0.0161491844301348,0.0667849525004993,-0.4757576227584622,0.0055764073093451,0.0519021704633348,0.4925483316413603,0.3144210549812369,0.140392669640353,-0.1109802251608965,0.1524326930518904,0.051077178983514,-0.9427641805837248,0.2493051106408612,0.3033737234376001,0.9235366813258324,-0.0182001276780369,-0.1632684662423644,0.0763391699134685,-0.0424086836044469,0.5691981043604111,-0.1446042467841945,0.0372967169487188,0.010560461770672,-0.081873339001558,0.0053386053141806,0.0217309749581418,0.0383494771189792,-0.1467667966601832,-0.137635510200009,-0.2027389774765668,-0.1150979056365751,0.090824064397218,0.2134316337193239,1.0,1.0
9,-0.3034630292590522,-0.0058508382329784,-0.0199220399314519,0.1987467288859919,-0.038841603614758,-0.0798784403878623,0.1301101769898712,0.1035525137258579,0.0077274454437744,0.2877458120346976,0.0336710474519501,-0.1040260594355375,0.7401973603313216,0.1046715652471579,0.1321564290782427,-0.0313761976356183,0.0445733880930501,0.0238690850280101,0.0677821481851467,0.2058002810804151,-0.1065445003601191,0.0541675783585686,-0.1532694281856284,0.1058619790513775,0.0350465973904676,0.0495440781535565,0.0156999546145654,-0.1145510853512801,0.0046661693752168,0.2396375326494804,-0.2506475595478707,0.0221888069518254,-0.0745342141919333,-0.0727289727310141,0.2243267885172368,-0.0552773390832834,-0.0097058563004715,0.0532077446758663,-0.4923029578621718,0.0105185130961561,0.0445128893816197,0.5181908869488386,0.3225452349830789,0.1432003638758063,-0.1123683337991869,0.1691831353002449,0.0375868367996203,-0.9486036542501688,0.2448895101585445,0.2738923875090753,0.9195567222244576,0.0154523558899399,-0.19162281409255,0.0509816853160439,-0.0238998392239315,0.5222192807853907,-0.1183175898699921,0.0510388038105735,0.0140824988539678,-0.0855220958409434,0.0277194923836525,0.0091032352358817,0.0483532840814414,-0.1462843309002906,-0.1370709936083265,-0.2041673418214392,-0.1182669468076809,0.0880834435593993,0.213832905362593,0.0,1.0
