,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,spine1_x,spine1_y,spine1_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,spine2_x,spine2_y,spine2_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,spine3_x,spine3_y,spine3_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,neck_x,neck_y,neck_z,left_collar_x,left_collar_y,left_collar_z,right_collar_x,right_collar_y,right_collar_z,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,right_touch,left_touch
0,0.29543128904351135,0.11364065698749393,0.04996131358689378,-0.29871997078122836,0.052981158689002106,0.03874660097204829,0.08650652510768814,-0.13662290392818033,0.010647065707186655,0.532787349837572,-0.15976657085319657,-0.08421804773241795,0.31969533975897485,0.001245616625014323,0.11320143402790557,-0.020192419054167094,-0.02011458412896272,0.018256327212920937,0.018182351103706036,0.1492995282264662,-0.06587850687653829,0.11011374226308883,-0.19988507216301854,0.12348993364533853,0.029348198164665065,-0.04065380014322462,0.0032387427987231377,-0.1999410942241837,-0.03323391845626489,0.058762081715873514,-0.11739656432009636,0.015848563150386852,-0.25853643320482567,-0.0376202149833218,-0.13561619337749575,0.04803008313390171,0.07503019081326198,-0.08636086013852973,-0.42146814162501256,-0.006643404981622061,-0.018617823909587328,0.4235914413232787,0.29305715151954365,-0.07677944602440179,0.08101151708631849,0.33849978530236313,-0.22102163297273014,-0.972000871320843,0.1981065976055068,0.03876067319278387,0.9401291711769775,0.11800896575838991,-0.4036960508366869,-0.04758576821530866,0.04537520458531947,0.2122364578102076,-0.04446231792581999,0.043358542365466574,-0.014907576222158658,-0.11061206556712837,0.0479078696156402,-0.02569569571416186,0.09927095801748238,-0.132197371134529,-0.12868990763563604,-0.19947866780789705,-0.1539729856473949,0.11941714288016314,0.2027847140009456,1.0,1.0
1,0.22363134294420825,0.10403429265288588,0.05714102025619696,-0.21189844617482695,0.02535436759863563,0.04474417809809411,0.07255305340710362,-0.10445298672954229,0.016162763656175607,0.6984891114250994,-0.08718161184222262,-0.11419602237068456,0.2782585008187827,0.018593286598958647,0.11270765974138124,-0.013446219461594385,-0.021717040553961287,0.013801742459913143,0.02998701654846217,0.14958976668219193,-0.072011647150942,0.10127602120021828,-0.20646501450751398,0.11063916789196478,0.04114665517694216,-0.0310865037807615,0.0021916210875980616,-0.2116202966964579,-0.045281852438316283,0.06357301067536707,-0.12527942287213184,0.004107261019499209,-0.24503325427083864,-0.03282512208046268,-0.14486722595261647,0.040845331204140994,0.07759368257626811,-0.07203213364037864,-0.4251755331655485,-0.006890866295865996,-0.018486526854585517,0.4283119095876357,0.3117191523179908,-0.08232892479788378,0.07417145996229947,0.35435579440686865,-0.1853907044308083,-0.96799847332132,0.1994272341040505,0.06406939903689945,0.9305380574928882,0.14667075330859328,-0.37859677854067075,-0.07496126206803608,0.050088503866454075,0.21755463795909957,-0.04435242919070112,0.046318226918037046,-0.009264837395386749,-0.1373543246050461,0.051802295520745695,-0.028476264460906453,0.10169778632037216,-0.12741981649788575,-0.12397406309514403,-0.19010881496513649,-0.15622279148626825,0.1079737156113536,0.1944018703400934,1.0,1.0
2,0.1475159191985261,0.08347347176932773,0.03973345657276089,-0.15582760434140028,0.013120567036038144,0.026891374812519898,0.08612303672447981,-0.05866155790789107,0.016874272119143743,0.8110637974132132,-0.052791481752770375,-0.12570335857360562,0.24954173129778587,0.04420923069204141,0.10190329719748913,-0.007279372715797598,-0.0005448139005053143,0.011261507465155907,0.007176926236085876,0.15764510449397373,-0.048336971027327445,0.08723304512278353,-0.22111621818476168,0.08840729610842238,0.024312254987324505,0.005083851882321522,0.0033579603285653066,-0.19960388412973995,-0.04156860518144678,0.053507746143497376,-0.12218498030992953,0.0003730047294001615,-0.21796154929004172,-0.02074045128197921,-0.13014215116987637,0.04150101444412746,0.07701595662585511,-0.10645934930931689,-0.3992438692671703,0.015375494772135307,0.027173519712345717,0.3926369015388872,0.26921074595747396,-0.0505603003946129,0.08218581695183075,0.36070006789307274,-0.15114894768037712,-0.9800798040709674,0.2074071552890902,0.10669142198169346,0.9688871007330139,0.20275548019703082,-0.33227764677994487,-0.11750463608183173,0.07763428525212147,0.2107624956203964,-0.02683193963652118,0.058900295382590076,-0.007614833104845342,-0.1326680419256319,0.06148541285291142,-0.029963006826308813,0.08206198677217925,-0.13379246298073352,-0.12934668557159368,-0.18520104266494522,-0.16107999593842093,0.11243928602015973,0.19479739827996104,1.0,1.0
3,0.07730793178791204,0.07213549844406186,0.07412963240432267,-0.084969558225615,-0.019333759273396423,0.022956553909548535,0.08546724515484294,-0.023422987583966215,0.015911372272976034,0.9122074102619369,-0.008661526068334036,-0.12588233668852358,0.2208785010537765,0.054608388895970306,0.1195403340275995,-0.009415661918368625,0.01275032086751171,-0.0013714181687688996,-0.007578749091528586,0.15545714919798925,-0.07116158822457302,0.06826793984864639,-0.20853164320882023,0.07720791230088754,0.04106019728479779,0.020153137754091777,-0.00310097539163326,-0.20606539405903998,-0.044294295388120686,0.08128763114380416,-0.13491115698859693,-0.02238199021416465,-0.18977909954440747,-0.014010862940453471,-0.13051093727774332,0.03463080819533102,0.06854055602093763,-0.056758728048707185,-0.41856845808576576,0.030967979521720132,0.037418012149306845,0.41548744745444005,0.310902298638352,-0.0450298608360058,0.06839957460270538,0.35968056220219236,-0.12143716887909428,-0.983439098861267,0.23967964492580235,0.15432021027100662,0.9550370457928257,0.18646468724759035,-0.3552412174422561,-0.08628454587772355,0.0924548934381442,0.25123518167136916,-0.007394063722593348,0.04395696432931756,-0.003831245445668374,-0.1554191607286533,0.06591061344315413,-0.03077925489103639,0.09333631490295002,-0.11995842071725848,-0.1263110915786485,-0.17588535153229623,-0.16197154772312025,0.09400778728584269,0.1823372966975379,1.0,1.0
4,-0.019860821556296922,0.0746776637945814,0.09755264162731694,-0.030699894293046343,-0.05780396238983121,-0.01729877555508535,0.09251766129013851,0.01464683889049323,0.02411786622023281,0.9734537396892375,0.03851546487199409,-0.13457929779855396,0.20141117544284992,0.06444975750085025,0.11313250391380503,0.0034363661711399687,0.03449079605935612,-0.01581361940659979,-0.03308164962201437,0.16494902976034886,-0.06994301201537031,0.04619105508422635,-0.20842117532404836,0.06727022478365269,0.04124207178385291,0.047364571758436114,-0.007711330031456107,-0.19024056788371366,-0.036933679452893386,0.08117808610236753,-0.1342051640458384,-0.03843030962102745,-0.16822698748034545,0.002452117115880795,-0.11618033966883079,0.012066670520092287,0.06137566646343463,-0.03317819789522858,-0.4114110258332085,0.04842597182218623,0.0758571678795199,0.39174596378709825,0.297236401440822,-0.017124275660687305,0.05657711276797568,0.3324046952609854,-0.07556251755420429,-1.0078170604790984,0.24809430762957652,0.2038854059170645,0.960162924436447,0.20231025028433855,-0.39490234365676447,-0.0648190237684928,0.11912262949701194,0.26052037647426385,0.023659783254208894,0.030673468205993298,-0.005580061962488614,-0.13765834041249392,0.08190428945109568,-0.024364039374445312,0.0709943909489651,-0.12141410038677714,-0.12426741288149956,-0.16744580977344856,-0.1702692543035044,0.09406429372717962,0.17249748681251484,1.0,1.0
5,-0.12439660576261892,0.06153087043497285,0.09409677087749597,0.008502806496595577,-0.07809318997030812,-0.05580298379402357,0.12088065865943795,0.05635255684774232,0.02166913489319984,0.9891788512525512,0.0747785068057234,-0.13010919793751544,0.18151955076572382,0.09108000702039498,0.09301577802445751,0.02450637344722458,0.05431109437606185,-0.02246169070058157,-0.05456913353358534,0.1716434031343812,-0.04610181777974864,0.02131315324923913,-0.21117912178837384,0.049457683401196,0.019931062932949512,0.0698939266940688,-0.009719150596777505,-0.14539844598497567,-0.028813176674725494,0.05872308096972675,-0.11098373449966487,-0.05198721841914633,-0.14364547982865886,0.012618667134966658,-0.14587915000554474,-0.003977347320095048,0.05391436645783004,-0.07689172639055442,-0.3764752316079488,0.06478642154135629,0.15197633356093476,0.36038890578966404,0.21732570600929668,-0.03781518278298002,0.04599455367362963,0.33703447303296946,-0.06518619047098273,-1.035237795314226,0.24203577616003114,0.23932943794795203,0.9603748037477519,0.26345732609282685,-0.4262347948788716,-0.0921944998009478,0.16322801856555155,0.2949106321514583,0.05299132341068002,0.016603124160080206,-0.009527776150247691,-0.10059271909425735,0.0910868640110909,-0.014569466803861841,0.030408156007539676,-0.12933725368516932,-0.12665796543515828,-0.1684941698570793,-0.19000743149840643,0.09630108446829078,0.16513967974595742,1.0,1.0
6,-0.19919374038019308,0.03879285603253546,0.12743641614635898,0.05346617958611742,-0.10243147260386976,-0.0724350410339961,0.13814712626249812,0.07555074597508016,0.04136290901510612,0.9558665646871063,0.0661016548386908,-0.12633740871117266,0.16534081622218677,0.07913599974036645,0.11531715367872011,0.02840079583001593,0.05808340357314812,-0.02748842397356326,-0.05608222726360048,0.15819478449137603,-0.0834943553543032,-0.008277684680768203,-0.19404681299962712,0.06123764674668663,0.03114796493106598,0.08102635042349426,-0.01259304528560814,-0.1462773623026329,-0.02136702033784399,0.11549779519243156,-0.12259664587398882,-0.0644930955761649,-0.140936981504088,-0.028199746304422842,-0.09007689247773842,0.0049547074780374395,0.05646934895385106,-0.07856187541341808,-0.409500993417584,0.07315471985773105,0.17116735748358858,0.39709111724704943,0.2260413299428207,-0.00827952941059773,0.026304264097138794,0.347922044030166,-0.05942075529289137,-1.0105731758084653,0.25248146832067403,0.2781748755586704,0.9283767441276928,0.2647869564896895,-0.4682358434986169,-0.09785573063982718,0.1479549567788756,0.3377724147508121,0.04573009282092461,0.016129785267925745,-0.019110375318448725,-0.08589765414070706,0.09956403347035964,-0.0026615788783412864,0.015403268380148267,-0.13106408969618943,-0.12524619474261556,-0.16505196491482224,-0.1878707240753486,0.08270347708799886,0.1621232866989709,1.0,1.0
7,-0.25950768136379093,0.04551418842907018,0.12280885793345656,0.10924483004453306,-0.12223480791497443,-0.10056131108640401,0.14689531424889765,0.09494202281178077,0.05633698518209588,0.8207362090727319,0.11386087840587744,-0.1303335813308382,0.13030580734499894,0.058889523027602975,0.11668473705507411,0.030791466454827332,0.0625007579398118,-0.03332876289958555,-0.0333076597189038,0.15830943646695816,-0.11342540903190246,-0.011600099563456787,-0.19258488697942044,0.08328519888237773,0.04964419771657338,0.08981583928187398,-0.02222748971660535,-0.13181189391734036,-0.02591099001798991,0.16366765686772458,-0.1313647364059575,-0.05731352103127274,-0.13687739153966616,-0.017791805876756567,-0.08745044355457243,0.029778845800188747,0.047547785647817045,-0.07157067027958397,-0.430245540808939,0.07541491923250002,0.19188543824294713,0.4159740232734803,0.27958810524394734,-0.018160918302484452,0.032809486996223054,0.36006274200145383,-0.08436855207419947,-0.9589197056650965,0.28642734837198697,0.3282508428018618,0.8918871534906915,0.2573022312584158,-0.4889262577685747,-0.12386505423487235,0.15202629716694482,0.3706285784026999,0.06588378822820001,0.02626204590501582,-0.031710289723774876,-0.09417152930453447,0.10398750621141585,0.021630466162025686,0.020833050886334865,-0.13225810434220153,-0.11986254224824933,-0.15306030969633808,-0.1768452460876721,0.07324827701060221,0.144225293217239,1.0,1.0
8,-0.2973125468506426,0.027965389000766505,0.14476187677460745,0.13683294330009893,-0.13257446674437823,-0.13229920206444656,0.15053956339132044,0.11612740583842251,0.05036432049792464,0.6932273687593068,0.06580201061698676,-0.10759430212372616,0.1098554029231934,0.08467681619378298,0.10255978991507592,0.036980072032113114,0.0753802222229838,-0.03710463830490029,-0.034841179625662556,0.1525202465408193,-0.11902760557954804,-0.020733402979717704,-0.18011722748891246,0.0856516016893092,0.030465244765979064,0.10163091464549545,-0.023496760711457402,-0.09891603621638696,-0.016430837586897562,0.18084040835202594,-0.11647112500941732,-0.07417862919195839,-0.1265881052236471,-0.01909069917102861,-0.06997446481014435,0.019415253861628238,0.052980642705832,-0.08722812897710508,-0.42883072244917114,0.0891406510567729,0.23484683643127013,0.40921439395318654,0.24586309526123967,0.0014066940007706474,0.021224069381780706,0.3634860547386512,-0.06152077074099571,-0.9917741632945479,0.27582558404715235,0.36747196425861195,0.9024210959721767,0.27286021765952717,-0.5067068632581357,-0.11930217416269664,0.13100681223904648,0.3674794214730004,0.05498201766128227,-0.0007637282399422139,-0.034836777661076734,-0.0657518451969539,0.09535088880964024,0.023257865343348616,-0.006257056557820568,-0.13660351857863992,-0.12068384555606282,-0.1561588541515391,-0.17859952606372903,0.07567559571789007,0.14419967142691,1.0,1.0
9,-0.3141367886852253,0.009060363769615831,0.155501623199578,0.16324884421669164,-0.143611642953678,-0.16479712960165352,0.14623979221591332,0.13600382938983135,0.059866443136618874,0.5141831892259633,0.02185306411914989,-0.07538957685374738,0.09613421776753142,0.0845254072833761,0.09927770176922517,0.0424792564303133,0.09416103709408175,-0.047677054646880636,-0.0163297502648514,0.14668677424981724,-0.14221209133062626,-0.031037044491202013,-0.16921540916313438,0.0920109858162183,0.02050184315028825,0.11761631570592557,-0.029325913540270733,-0.07326107368683718,-0.007609466589596492,0.2175462124322716,-0.10864610366335169,-0.08261654197154744,-0.11478020729922733,-0.01715562551856006,-0.060530613754389506,0.0135752522771369,0.053426136320391705,-0.06756245267521543,-0.46411279164175295,0.10506650563876799,0.26642633200306687,0.4308746384250152,0.2444410741976629,0.005454950233770184,4.661937448618147e-05,0.3651365478975728,-0.02473331727522421,-0.9900424109502011,0.27339021992636314,0.4097545253181831,0.8724920747714251,0.2652707374893907,-0.5142460091875272,-0.10837824164708774,0.11403479703473558,0.3696302264596947,0.05520307959573284,-0.02626715819564114,-0.04789550369379891,-0.056446481648560885,0.09758483589459192,0.03794173675749035,-0.015530152849972362,-0.13943815935978363,-0.1223113725392313,-0.1603186216842869,-0.18064239852911576,0.07498945377894439,0.14421510663347673,1.0,1.0
